Layer1,Layer2,DKL
1,39,inf
2,39,inf
3,39,inf
4,39,inf
5,39,inf
6,39,inf
7,39,inf
8,39,inf
9,39,inf
10,39,inf
11,39,inf
12,39,inf
13,39,inf
14,39,inf
15,39,inf
16,39,inf
17,39,inf
18,39,inf
19,39,inf
20,39,inf
21,39,inf
22,39,inf
23,39,inf
24,39,inf
25,39,inf
26,39,inf
27,39,inf
28,39,inf
29,39,inf
30,39,inf
31,39,inf
32,39,inf
33,39,inf
34,39,inf
35,39,inf
36,39,inf
37,39,inf
38,39,1.777891758769007
1,40,inf
2,40,inf
3,40,inf
4,40,inf
5,40,inf
6,40,inf
7,40,inf
8,40,inf
9,40,inf
10,40,inf
11,40,inf
12,40,inf
13,40,inf
14,40,inf
15,40,inf
16,40,inf
17,40,inf
18,40,inf
19,40,inf
20,40,inf
21,40,inf
22,40,inf
23,40,inf
24,40,inf
25,40,inf
26,40,inf
27,40,inf
28,40,inf
29,40,inf
30,40,inf
31,40,inf
32,40,inf
33,40,inf
34,40,inf
35,40,inf
36,40,inf
37,40,inf
38,40,inf
39,40,inf
1,41,inf
2,41,inf
3,41,inf
4,41,inf
5,41,inf
6,41,inf
7,41,inf
8,41,inf
9,41,inf
10,41,inf
11,41,inf
12,41,inf
13,41,inf
14,41,inf
15,41,inf
16,41,inf
17,41,inf
18,41,inf
19,41,inf
20,41,inf
21,41,inf
22,41,inf
23,41,inf
24,41,inf
25,41,inf
26,41,inf
27,41,inf
28,41,inf
29,41,inf
30,41,inf
31,41,inf
32,41,inf
33,41,inf
34,41,inf
35,41,inf
36,41,inf
37,41,inf
38,41,inf
39,41,inf
40,41,inf
1,42,inf
2,42,inf
3,42,inf
4,42,inf
5,42,inf
6,42,inf
7,42,inf
8,42,inf
9,42,inf
10,42,inf
11,42,inf
12,42,inf
13,42,inf
14,42,inf
15,42,inf
16,42,inf
17,42,inf
18,42,inf
19,42,inf
20,42,inf
21,42,inf
22,42,inf
23,42,inf
24,42,inf
25,42,inf
26,42,inf
27,42,inf
28,42,inf
29,42,inf
30,42,inf
31,42,inf
32,42,inf
33,42,inf
34,42,inf
35,42,inf
36,42,inf
37,42,inf
38,42,inf
39,42,inf
40,42,inf
41,42,1.7828517345625399
1,43,inf
2,43,inf
3,43,inf
4,43,inf
5,43,inf
6,43,inf
7,43,inf
8,43,inf
9,43,inf
10,43,inf
11,43,inf
12,43,inf
13,43,inf
14,43,inf
15,43,inf
16,43,inf
17,43,inf
18,43,inf
19,43,inf
20,43,inf
21,43,inf
22,43,inf
23,43,inf
24,43,inf
25,43,inf
26,43,inf
27,43,inf
28,43,inf
29,43,inf
30,43,inf
31,43,inf
32,43,inf
33,43,inf
34,43,inf
35,43,inf
36,43,inf
37,43,inf
38,43,inf
39,43,inf
40,43,inf
41,43,inf
42,43,inf
1,44,inf
2,44,inf
3,44,inf
4,44,inf
5,44,inf
6,44,inf
7,44,inf
8,44,inf
9,44,inf
10,44,inf
11,44,inf
12,44,inf
13,44,inf
14,44,inf
15,44,inf
16,44,inf
17,44,inf
18,44,inf
19,44,inf
20,44,inf
21,44,inf
22,44,inf
23,44,inf
24,44,inf
25,44,inf
26,44,inf
27,44,inf
28,44,inf
29,44,inf
30,44,inf
31,44,inf
32,44,inf
33,44,inf
34,44,inf
35,44,inf
36,44,inf
37,44,inf
38,44,inf
39,44,inf
40,44,inf
41,44,inf
42,44,inf
43,44,inf
1,45,inf
2,45,inf
3,45,inf
4,45,inf
5,45,inf
6,45,inf
7,45,inf
8,45,inf
9,45,inf
10,45,inf
11,45,inf
12,45,inf
13,45,inf
14,45,inf
15,45,inf
16,45,inf
17,45,inf
18,45,inf
19,45,inf
20,45,inf
21,45,inf
22,45,inf
23,45,inf
24,45,inf
25,45,inf
26,45,inf
27,45,inf
28,45,inf
29,45,inf
30,45,inf
31,45,inf
32,45,inf
33,45,inf
34,45,inf
35,45,inf
36,45,inf
37,45,inf
38,45,inf
39,45,inf
40,45,inf
41,45,inf
42,45,inf
43,45,inf
44,45,inf
1,46,inf
2,46,inf
3,46,inf
4,46,inf
5,46,inf
6,46,inf
7,46,inf
8,46,inf
9,46,inf
10,46,inf
11,46,inf
12,46,inf
13,46,inf
14,46,inf
15,46,inf
16,46,inf
17,46,inf
18,46,inf
19,46,inf
20,46,inf
21,46,inf
22,46,inf
23,46,inf
24,46,inf
25,46,inf
26,46,inf
27,46,inf
28,46,inf
29,46,inf
30,46,inf
31,46,inf
32,46,inf
33,46,inf
34,46,inf
35,46,inf
36,46,inf
37,46,inf
38,46,inf
39,46,inf
40,46,inf
41,46,inf
42,46,inf
43,46,inf
44,46,inf
45,46,inf
1,47,inf
2,47,inf
3,47,inf
4,47,inf
5,47,inf
6,47,inf
7,47,inf
8,47,inf
9,47,inf
10,47,inf
11,47,inf
12,47,inf
13,47,inf
14,47,inf
15,47,inf
16,47,inf
17,47,inf
18,47,inf
19,47,inf
20,47,inf
21,47,inf
22,47,inf
23,47,inf
24,47,inf
25,47,inf
26,47,inf
27,47,inf
28,47,inf
29,47,inf
30,47,inf
31,47,inf
32,47,inf
33,47,inf
34,47,inf
35,47,inf
36,47,inf
37,47,inf
38,47,inf
39,47,inf
40,47,inf
41,47,inf
42,47,inf
43,47,inf
44,47,inf
45,47,inf
46,47,0.846050232321935
1,48,inf
2,48,inf
3,48,inf
4,48,inf
5,48,inf
6,48,inf
7,48,inf
8,48,inf
9,48,inf
10,48,inf
11,48,inf
12,48,inf
13,48,inf
14,48,inf
15,48,inf
16,48,inf
17,48,inf
18,48,inf
19,48,inf
20,48,inf
21,48,inf
22,48,inf
23,48,inf
24,48,inf
25,48,inf
26,48,inf
27,48,inf
28,48,inf
29,48,inf
30,48,inf
31,48,inf
32,48,inf
33,48,inf
34,48,inf
35,48,inf
36,48,inf
37,48,inf
38,48,inf
39,48,inf
40,48,inf
41,48,inf
42,48,inf
43,48,inf
44,48,inf
45,48,inf
46,48,inf
47,48,inf
1,49,inf
2,49,inf
3,49,inf
4,49,inf
5,49,inf
6,49,inf
7,49,inf
8,49,inf
9,49,inf
10,49,inf
11,49,inf
12,49,inf
13,49,inf
14,49,inf
15,49,inf
16,49,inf
17,49,inf
18,49,inf
19,49,inf
20,49,inf
21,49,inf
22,49,inf
23,49,inf
24,49,inf
25,49,inf
26,49,inf
27,49,inf
28,49,inf
29,49,inf
30,49,inf
31,49,inf
32,49,inf
33,49,inf
34,49,inf
35,49,inf
36,49,inf
37,49,inf
38,49,inf
39,49,inf
40,49,inf
41,49,inf
42,49,inf
43,49,inf
44,49,inf
45,49,inf
46,49,inf
47,49,inf
48,49,1.7919944860489003
1,50,inf
2,50,inf
3,50,inf
4,50,inf
5,50,inf
6,50,inf
7,50,inf
8,50,inf
9,50,inf
10,50,inf
11,50,inf
12,50,inf
13,50,inf
14,50,inf
15,50,inf
16,50,inf
17,50,inf
18,50,inf
19,50,inf
20,50,inf
21,50,inf
22,50,inf
23,50,inf
24,50,inf
25,50,inf
26,50,inf
27,50,inf
28,50,inf
29,50,inf
30,50,inf
31,50,inf
32,50,inf
33,50,inf
34,50,inf
35,50,inf
36,50,inf
37,50,inf
38,50,inf
39,50,inf
40,50,inf
41,50,inf
42,50,inf
43,50,inf
44,50,inf
45,50,inf
46,50,inf
47,50,inf
48,50,inf
49,50,inf
1,51,inf
2,51,inf
3,51,inf
4,51,inf
5,51,inf
6,51,inf
7,51,inf
8,51,inf
9,51,inf
10,51,inf
11,51,inf
12,51,inf
13,51,inf
14,51,inf
15,51,inf
16,51,inf
17,51,inf
18,51,inf
19,51,inf
20,51,inf
21,51,inf
22,51,inf
23,51,inf
24,51,inf
25,51,inf
26,51,inf
27,51,inf
28,51,inf
29,51,inf
30,51,inf
31,51,inf
32,51,inf
33,51,inf
34,51,inf
35,51,inf
36,51,inf
37,51,inf
38,51,inf
39,51,inf
40,51,inf
41,51,inf
42,51,inf
43,51,inf
44,51,inf
45,51,inf
46,51,inf
47,51,inf
48,51,inf
49,51,inf
50,51,inf
1,52,inf
2,52,inf
3,52,inf
4,52,inf
5,52,inf
6,52,inf
7,52,inf
8,52,inf
9,52,inf
10,52,inf
11,52,inf
12,52,inf
13,52,inf
14,52,inf
15,52,inf
16,52,inf
17,52,inf
18,52,inf
19,52,inf
20,52,inf
21,52,inf
22,52,inf
23,52,inf
24,52,inf
25,52,inf
26,52,inf
27,52,inf
28,52,inf
29,52,inf
30,52,inf
31,52,inf
32,52,inf
33,52,inf
34,52,inf
35,52,inf
36,52,inf
37,52,inf
38,52,inf
39,52,inf
40,52,inf
41,52,inf
42,52,inf
43,52,inf
44,52,inf
45,52,inf
46,52,inf
47,52,inf
48,52,inf
49,52,inf
50,52,inf
51,52,1.7994470092682526
1,53,inf
2,53,inf
3,53,inf
4,53,inf
5,53,inf
6,53,inf
7,53,inf
8,53,inf
9,53,inf
10,53,inf
11,53,inf
12,53,inf
13,53,inf
14,53,inf
15,53,inf
16,53,inf
17,53,inf
18,53,inf
19,53,inf
20,53,inf
21,53,inf
22,53,inf
23,53,inf
24,53,inf
25,53,inf
26,53,inf
27,53,inf
28,53,inf
29,53,inf
30,53,inf
31,53,inf
32,53,inf
33,53,inf
34,53,inf
35,53,inf
36,53,inf
37,53,inf
38,53,inf
39,53,inf
40,53,inf
41,53,inf
42,53,inf
43,53,inf
44,53,inf
45,53,inf
46,53,inf
47,53,inf
48,53,inf
49,53,inf
50,53,inf
51,53,inf
52,53,inf
