Layer1,Layer2,DKL
21-,41-,1.3320531975477934
21-,42-,1.3320531975477934
21-,44-,1.5650603747926652
21-,45-,1.5650603747926652
21-,47-,1.8383741024881601
21-,48-,1.8383741024881601
21-,50-,1.9278905922546983
21-,51-,1.9278905922546983
21-,53-,2.130175257101655
21-,54-,2.130175257101655
21-,56-,2.198565644212067
21-,57-,2.198565644212067
21-,59-,2.356974414549768
21-,60-,2.356974414549768
21-,62-,2.429930066689849
21-,63-,2.429930066689849
21-,65-,2.559508546255529
21-,66-,2.559508546255529
21-,68-,2.611256123520434
21-,69-,2.611256123520434
21-,71-,2.720596309751272
21-,72-,2.720596309751272
21-,75-,2.7745438497513533
21-,76-,2.7745438497513533
21-,78-,2.868557546287775
21-,79-,2.868557546287775
21-,81-,2.959864990785718
21-,82-,2.959864990785718
21-,84-,3.1159918373450637
22-,25-,0.17434396914904937
22-,26-,0.17434396914904937
22-,28-,0.43024809600319713
22-,29-,0.43024809600319713
22-,31-,0.710246650269255
22-,32-,0.710246650269255
22-,34-,1.0120087009854615
22-,35-,1.0120087009854615
22-,38-,1.1204804978333414
22-,39-,1.1204804978333414
22-,41-,1.3320531975477934
22-,42-,1.3320531975477934
22-,44-,1.5650603747926652
22-,45-,1.5650603747926652
22-,47-,1.8383741024881601
22-,48-,1.8383741024881601
22-,50-,1.9278905922546983
22-,51-,1.9278905922546983
22-,53-,2.130175257101655
22-,54-,2.130175257101655
22-,56-,2.198565644212067
22-,57-,2.198565644212067
22-,59-,2.356974414549768
22-,60-,2.356974414549768
22-,62-,2.429930066689849
22-,63-,2.429930066689849
22-,65-,2.559508546255529
22-,66-,2.559508546255529
22-,68-,2.611256123520434
22-,69-,2.611256123520434
22-,71-,2.720596309751272
22-,72-,2.720596309751272
22-,75-,2.7745438497513533
22-,76-,2.7745438497513533
22-,78-,2.868557546287775
22-,79-,2.868557546287775
22-,81-,2.959864990785718
22-,82-,2.959864990785718
22-,84-,3.1159918373450637
25-,28-,0.25590412301244214
25-,29-,0.25590412301244214
25-,31-,0.5359026532387361
25-,32-,0.5359026532387361
25-,34-,0.837664735969156
25-,35-,0.837664735969156
25-,38-,0.9461365048773587
25-,39-,0.9461365048773587
25-,41-,1.1577091820072383
25-,42-,1.1577091820072383
25-,44-,1.3907164088450372
25-,45-,1.3907164088450372
25-,47-,1.6640300806611776
25-,48-,1.6640300806611776
25-,50-,1.7535465825349092
25-,51-,1.7535465825349092
25-,53-,1.9558312352746725
25-,54-,1.9558312352746725
25-,56-,2.024221687577665
25-,57-,2.024221687577665
25-,59-,2.182630365714431
25-,60-,2.182630365714431
25-,62-,2.2555860560387373
25-,63-,2.2555860560387373
25-,65-,2.3851644909009337
25-,66-,2.3851644909009337
25-,68-,2.436912151053548
25-,69-,2.436912151053548
25-,71-,2.5462523121386766
25-,72-,2.5462523121386766
25-,75-,2.6001998353749514
25-,76-,2.6001998353749514
25-,78-,2.6942135160788894
25-,79-,2.6942135160788894
25-,81-,2.785521007142961
25-,82-,2.785521007142961
25-,84-,2.941647741943598
26-,28-,0.25590412301244214
26-,29-,0.25590412301244214
26-,31-,0.5359026532387361
26-,32-,0.5359026532387361
26-,34-,0.837664735969156
26-,35-,0.837664735969156
26-,38-,0.9461365048773587
26-,39-,0.9461365048773587
26-,41-,1.1577091820072383
26-,42-,1.1577091820072383
26-,44-,1.3907164088450372
26-,45-,1.3907164088450372
26-,47-,1.6640300806611776
26-,48-,1.6640300806611776
26-,50-,1.7535465825349092
26-,51-,1.7535465825349092
26-,53-,1.9558312352746725
26-,54-,1.9558312352746725
26-,56-,2.024221687577665
26-,57-,2.024221687577665
26-,59-,2.182630365714431
26-,60-,2.182630365714431
26-,62-,2.2555860560387373
26-,63-,2.2555860560387373
26-,65-,2.3851644909009337
26-,66-,2.3851644909009337
26-,68-,2.436912151053548
26-,69-,2.436912151053548
26-,71-,2.5462523121386766
26-,72-,2.5462523121386766
26-,75-,2.6001998353749514
26-,76-,2.6001998353749514
26-,78-,2.6942135160788894
26-,79-,2.6942135160788894
26-,81-,2.785521007142961
26-,82-,2.785521007142961
26-,84-,2.941647741943598
28-,31-,0.2799985541496426
28-,32-,0.2799985541496426
28-,34-,0.5817606232594699
28-,35-,0.5817606232594699
28-,38-,0.6902324105612934
28-,39-,0.6902324105612934
28-,41-,0.9018050963059068
28-,42-,0.9018050963059068
28-,44-,1.1348123217467219
28-,45-,1.1348123217467219
28-,47-,1.4081260547973216
28-,48-,1.4081260547973216
28-,50-,1.4976425301283598
28-,51-,1.4976425301283598
28-,53-,1.6999271963723004
28-,54-,1.6999271963723004
28-,56-,1.7683175918646157
28-,57-,1.7683175918646157
28-,59-,1.9267263542860746
28-,60-,1.9267263542860746
28-,62-,1.9996820064261556
28-,63-,1.9996820064261556
28-,65-,2.1292604724876583
28-,66-,2.1292604724876583
28-,68-,2.1810080874711275
28-,69-,2.1810080874711275
28-,71-,2.2903482778929174
28-,72-,2.2903482778929174
28-,75-,2.3442957936786115
28-,76-,2.3442957936786115
28-,78-,2.438309497665614
28-,79-,2.438309497665614
28-,81-,2.529616939369589
28-,82-,2.529616939369589
28-,84-,2.68574383482337
29-,31-,0.2799985541496426
29-,32-,0.2799985541496426
29-,34-,0.5817606232594699
29-,35-,0.5817606232594699
29-,38-,0.6902324105612934
29-,39-,0.6902324105612934
29-,41-,0.9018050963059068
29-,42-,0.9018050963059068
29-,44-,1.1348123217467219
29-,45-,1.1348123217467219
29-,47-,1.4081260547973216
29-,48-,1.4081260547973216
29-,50-,1.4976425301283598
29-,51-,1.4976425301283598
29-,53-,1.6999271963723004
29-,54-,1.6999271963723004
29-,56-,1.7683175918646157
29-,57-,1.7683175918646157
29-,59-,1.9267263542860746
29-,60-,1.9267263542860746
29-,62-,1.9996820064261556
29-,63-,1.9996820064261556
29-,65-,2.1292604724876583
29-,66-,2.1292604724876583
29-,68-,2.1810080874711275
29-,69-,2.1810080874711275
29-,71-,2.2903482778929174
29-,72-,2.2903482778929174
29-,75-,2.3442957936786115
29-,76-,2.3442957936786115
29-,78-,2.438309497665614
29-,79-,2.438309497665614
29-,81-,2.529616939369589
29-,82-,2.529616939369589
29-,84-,2.68574383482337
31-,34-,0.30176208121702075
31-,35-,0.30176208121702075
31-,38-,0.41023386240703985
31-,39-,0.41023386240703985
31-,41-,0.6218065839493647
31-,42-,0.6218065839493647
31-,44-,0.8548137861071154
31-,45-,0.8548137861071154
31-,47-,1.1281275036744773
31-,48-,1.1281275036744773
31-,50-,1.2176439736504108
31-,51-,1.2176439736504108
31-,53-,1.419928698334843
31-,54-,1.419928698334843
31-,56-,1.488319107098505
31-,57-,1.488319107098505
31-,59-,1.646727817831561
31-,60-,1.646727817831561
31-,62-,1.7196834997739643
31-,63-,1.7196834997739643
31-,65-,1.8492620112374425
31-,66-,1.8492620112374425
31-,68-,1.9010096001438797
31-,69-,1.9010096001438797
31-,71-,2.010349794756621
31-,72-,2.010349794756621
31-,75-,2.064297270728275
31-,76-,2.064297270728275
31-,78-,2.158311041072011
31-,79-,2.158311041072011
31-,81-,2.249618449714035
31-,82-,2.249618449714035
31-,84-,2.405745269265026
32-,34-,0.30176208121702075
32-,35-,0.30176208121702075
32-,38-,0.41023386240703985
32-,39-,0.41023386240703985
32-,41-,0.6218065839493647
32-,42-,0.6218065839493647
32-,44-,0.8548137861071154
32-,45-,0.8548137861071154
32-,47-,1.1281275036744773
32-,48-,1.1281275036744773
32-,50-,1.2176439736504108
32-,51-,1.2176439736504108
32-,53-,1.419928698334843
32-,54-,1.419928698334843
32-,56-,1.488319107098505
32-,57-,1.488319107098505
32-,59-,1.646727817831561
32-,60-,1.646727817831561
32-,62-,1.7196834997739643
32-,63-,1.7196834997739643
32-,65-,1.8492620112374425
32-,66-,1.8492620112374425
32-,68-,1.9010096001438797
32-,69-,1.9010096001438797
32-,71-,2.010349794756621
32-,72-,2.010349794756621
32-,75-,2.064297270728275
32-,76-,2.064297270728275
32-,78-,2.158311041072011
32-,79-,2.158311041072011
32-,81-,2.249618449714035
32-,82-,2.249618449714035
32-,84-,2.405745269265026
34-,38-,0.10847178217954934
34-,39-,0.10847178217954934
34-,41-,0.32004450014210306
34-,42-,0.32004450014210306
34-,44-,0.5530517202569172
34-,45-,0.5530517202569172
34-,47-,0.826365448650904
34-,48-,0.826365448650904
34-,50-,0.9158819415606558
34-,51-,0.9158819415606558
34-,53-,1.1181666256161407
34-,54-,1.1181666256161407
34-,56-,1.1865570053923875
34-,57-,1.1865570053923875
34-,59-,1.3449657914461568
34-,60-,1.3449657914461568
34-,62-,1.4179214290343225
34-,63-,1.4179214290343225
34-,65-,1.547499953303486
34-,66-,1.547499953303486
34-,68-,1.5992475196253508
34-,69-,1.5992475196253508
34-,71-,1.70858773146756
34-,72-,1.70858773146756
34-,75-,1.762535285204649
34-,76-,1.762535285204649
34-,78-,1.8565489368047565
34-,79-,1.8565489368047565
34-,81-,1.9478564460296184
34-,82-,1.9478564460296184
34-,84-,2.103983246954158
35-,38-,0.10847178217954934
35-,39-,0.10847178217954934
35-,41-,0.32004450014210306
35-,42-,0.32004450014210306
35-,44-,0.5530517202569172
35-,45-,0.5530517202569172
35-,47-,0.826365448650904
35-,48-,0.826365448650904
35-,50-,0.9158819415606558
35-,51-,0.9158819415606558
35-,53-,1.1181666256161407
35-,54-,1.1181666256161407
35-,56-,1.1865570053923875
35-,57-,1.1865570053923875
35-,59-,1.3449657914461568
35-,60-,1.3449657914461568
35-,62-,1.4179214290343225
35-,63-,1.4179214290343225
35-,65-,1.547499953303486
35-,66-,1.547499953303486
35-,68-,1.5992475196253508
35-,69-,1.5992475196253508
35-,71-,1.70858773146756
35-,72-,1.70858773146756
35-,75-,1.762535285204649
35-,76-,1.762535285204649
35-,78-,1.8565489368047565
35-,79-,1.8565489368047565
35-,81-,1.9478564460296184
35-,82-,1.9478564460296184
35-,84-,2.103983246954158
38-,41-,0.21157272341952194
38-,42-,0.21157272341952194
38-,44-,0.4445799448294565
38-,45-,0.4445799448294565
38-,47-,0.7178936915006489
38-,48-,0.7178936915006489
38-,50-,0.8074101941892877
38-,51-,0.8074101941892877
38-,53-,1.009694881271571
38-,54-,1.009694881271571
38-,56-,1.0780852714087814
38-,57-,1.0780852714087814
38-,59-,1.2364940537372604
38-,60-,1.2364940537372604
38-,62-,1.3094496866688132
38-,63-,1.3094496866688132
38-,65-,1.4390281732194126
38-,66-,1.4390281732194126
38-,68-,1.4907758035697043
38-,69-,1.4907758035697043
38-,71-,1.6001160219311714
38-,72-,1.6001160219311714
38-,75-,1.6540635171113536
38-,76-,1.6540635171113536
38-,78-,1.748077218187973
38-,79-,1.748077218187973
38-,81-,1.8393847052939236
38-,82-,1.8393847052939236
38-,84-,1.9955115392804146
39-,41-,0.21157272341952194
39-,42-,0.21157272341952194
39-,44-,0.4445799448294565
39-,45-,0.4445799448294565
39-,47-,0.7178936915006489
39-,48-,0.7178936915006489
39-,50-,0.8074101941892877
39-,51-,0.8074101941892877
39-,53-,1.009694881271571
39-,54-,1.009694881271571
39-,56-,1.0780852714087814
39-,57-,1.0780852714087814
39-,59-,1.2364940537372604
39-,60-,1.2364940537372604
39-,62-,1.3094496866688132
39-,63-,1.3094496866688132
39-,65-,1.4390281732194126
39-,66-,1.4390281732194126
39-,68-,1.4907758035697043
39-,69-,1.4907758035697043
39-,71-,1.6001160219311714
39-,72-,1.6001160219311714
39-,75-,1.6540635171113536
39-,76-,1.6540635171113536
39-,78-,1.748077218187973
39-,79-,1.748077218187973
39-,81-,1.8393847052939236
39-,82-,1.8393847052939236
39-,84-,1.9955115392804146
41-,44-,0.23300722565909382
41-,45-,0.23300722565909382
41-,47-,0.5063209607324097
41-,48-,0.5063209607324097
41-,50-,0.5958374491892755
41-,51-,0.5958374491892755
41-,53-,0.7981221305672079
41-,54-,0.7981221305672079
41-,56-,0.8665125216939487
41-,57-,0.8665125216939487
41-,59-,1.0249212938942946
41-,60-,1.0249212938942946
41-,62-,1.0978769301436841
41-,63-,1.0978769301436841
41-,65-,1.2274554289178923
41-,66-,1.2274554289178923
41-,68-,1.2792030365671962
41-,69-,1.2792030365671962
41-,71-,1.3885432337410748
41-,72-,1.3885432337410748
41-,75-,1.442490778164938
41-,76-,1.442490778164938
41-,78-,1.5365044416394085
41-,79-,1.5365044416394085
41-,81-,1.6278119221096858
41-,82-,1.6278119221096858
41-,84-,1.7839387655258179
42-,44-,0.23300722565909382
42-,45-,0.23300722565909382
42-,47-,0.5063209607324097
42-,48-,0.5063209607324097
42-,50-,0.5958374491892755
42-,51-,0.5958374491892755
42-,53-,0.7981221305672079
42-,54-,0.7981221305672079
42-,56-,0.8665125216939487
42-,57-,0.8665125216939487
42-,59-,1.0249212938942946
42-,60-,1.0249212938942946
42-,62-,1.0978769301436841
42-,63-,1.0978769301436841
42-,65-,1.2274554289178923
42-,66-,1.2274554289178923
42-,68-,1.2792030365671962
42-,69-,1.2792030365671962
42-,71-,1.3885432337410748
42-,72-,1.3885432337410748
42-,75-,1.442490778164938
42-,76-,1.442490778164938
42-,78-,1.5365044416394085
42-,79-,1.5365044416394085
42-,81-,1.6278119221096858
42-,82-,1.6278119221096858
42-,84-,1.7839387655258179
44-,47-,0.2733137373725185
44-,48-,0.2733137373725185
44-,50-,0.3628302276483737
44-,51-,0.3628302276483737
44-,53-,0.5651149248587899
44-,54-,0.5651149248587899
44-,56-,0.6335053076036274
44-,57-,0.6335053076036274
44-,59-,0.7919140576268546
44-,60-,0.7919140576268546
44-,62-,0.8648697098251432
44-,63-,0.8648697098251432
44-,65-,0.9944482265855186
44-,66-,0.9944482265855186
44-,68-,1.0461958099040203
44-,69-,1.0461958099040203
44-,71-,1.1555360000929795
44-,72-,1.1555360000929795
44-,75-,1.2094835416064598
44-,76-,1.2094835416064598
44-,78-,1.303497253335081
44-,79-,1.303497253335081
44-,81-,1.394804723910056
44-,82-,1.394804723910056
44-,84-,1.5509315464878455
45-,47-,0.2733137373725185
45-,48-,0.2733137373725185
45-,50-,0.3628302276483737
45-,51-,0.3628302276483737
45-,53-,0.5651149248587899
45-,54-,0.5651149248587899
45-,56-,0.6335053076036274
45-,57-,0.6335053076036274
45-,59-,0.7919140576268546
45-,60-,0.7919140576268546
45-,62-,0.8648697098251432
45-,63-,0.8648697098251432
45-,65-,0.9944482265855186
45-,66-,0.9944482265855186
45-,68-,1.0461958099040203
45-,69-,1.0461958099040203
45-,71-,1.1555360000929795
45-,72-,1.1555360000929795
45-,75-,1.2094835416064598
45-,76-,1.2094835416064598
45-,78-,1.303497253335081
45-,79-,1.303497253335081
45-,81-,1.394804723910056
45-,82-,1.394804723910056
45-,84-,1.5509315464878455
47-,50-,0.08951649414666463
47-,51-,0.08951649414666463
47-,53-,0.29180118850490544
47-,54-,0.29180118850490544
47-,56-,0.3601915825129254
47-,57-,0.3601915825129254
47-,59-,0.5186003453563899
47-,60-,0.5186003453563899
47-,62-,0.5915559947025031
47-,63-,0.5915559947025031
47-,65-,0.7211344934185036
47-,66-,0.7211344934185036
47-,68-,0.772882112651132
47-,69-,0.772882112651132
47-,71-,0.8822223154711537
47-,72-,0.8822223154711537
47-,75-,0.9361698373104446
47-,76-,0.9361698373104446
47-,78-,1.030183530994691
47-,79-,1.030183530994691
47-,81-,1.1214910074486397
47-,82-,1.1214910074486397
47-,84-,1.277617844287306
48-,50-,0.08951649414666463
48-,51-,0.08951649414666463
48-,53-,0.29180118850490544
48-,54-,0.29180118850490544
48-,56-,0.3601915825129254
48-,57-,0.3601915825129254
48-,59-,0.5186003453563899
48-,60-,0.5186003453563899
48-,62-,0.5915559947025031
48-,63-,0.5915559947025031
48-,65-,0.7211344934185036
48-,66-,0.7211344934185036
48-,68-,0.772882112651132
48-,69-,0.772882112651132
48-,71-,0.8822223154711537
48-,72-,0.8822223154711537
48-,75-,0.9361698373104446
48-,76-,0.9361698373104446
48-,78-,1.030183530994691
48-,79-,1.030183530994691
48-,81-,1.1214910074486397
48-,82-,1.1214910074486397
48-,84-,1.277617844287306
50-,53-,0.20228470121946884
50-,54-,0.20228470121946884
50-,56-,0.27067510175402276
50-,57-,0.27067510175402276
50-,59-,0.429083862924017
50-,60-,0.429083862924017
50-,62-,0.5020395168394316
50-,63-,0.5020395168394316
50-,65-,0.6316180271387566
50-,66-,0.6316180271387566
50-,68-,0.6833656226517633
50-,69-,0.6833656226517633
50-,71-,0.79270584176993
50-,72-,0.79270584176993
50-,75-,0.8466533767641522
50-,76-,0.8466533767641522
50-,78-,0.9406670582247898
50-,79-,0.9406670582247898
50-,81-,1.0319745513261296
50-,82-,1.0319745513261296
50-,84-,1.188101390376687
51-,53-,0.20228470121946884
51-,54-,0.20228470121946884
51-,56-,0.27067510175402276
51-,57-,0.27067510175402276
51-,59-,0.429083862924017
51-,60-,0.429083862924017
51-,62-,0.5020395168394316
51-,63-,0.5020395168394316
51-,65-,0.6316180271387566
51-,66-,0.6316180271387566
51-,68-,0.6833656226517633
51-,69-,0.6833656226517633
51-,71-,0.79270584176993
51-,72-,0.79270584176993
51-,75-,0.8466533767641522
51-,76-,0.8466533767641522
51-,78-,0.9406670582247898
51-,79-,0.9406670582247898
51-,81-,1.0319745513261296
51-,82-,1.0319745513261296
51-,84-,1.188101390376687
53-,56-,0.06839039332407992
53-,57-,0.06839039332407992
53-,59-,0.2267991546250414
53-,60-,0.2267991546250414
53-,62-,0.2997547963313991
53-,63-,0.2997547963313991
53-,65-,0.42933330513187684
53-,66-,0.42933330513187684
53-,68-,0.48108090365712997
53-,69-,0.48108090365712997
53-,71-,0.5904211103043053
53-,72-,0.5904211103043053
53-,75-,0.6443686444545165
53-,76-,0.6443686444545165
53-,78-,0.7383823282143567
53-,79-,0.7383823282143567
53-,81-,0.8296898027474526
53-,82-,0.8296898027474526
53-,84-,0.9858166248595808
54-,56-,0.06839039332407992
54-,57-,0.06839039332407992
54-,59-,0.2267991546250414
54-,60-,0.2267991546250414
54-,62-,0.2997547963313991
54-,63-,0.2997547963313991
54-,65-,0.42933330513187684
54-,66-,0.42933330513187684
54-,68-,0.48108090365712997
54-,69-,0.48108090365712997
54-,71-,0.5904211103043053
54-,72-,0.5904211103043053
54-,75-,0.6443686444545165
54-,76-,0.6443686444545165
54-,78-,0.7383823282143567
54-,79-,0.7383823282143567
54-,81-,0.8296898027474526
54-,82-,0.8296898027474526
54-,84-,0.9858166248595808
56-,59-,0.15840875311550917
56-,60-,0.15840875311550917
56-,62-,0.23136439585505286
56-,63-,0.23136439585505286
56-,65-,0.3609428965719417
56-,66-,0.3609428965719417
56-,68-,0.412690500044846
56-,69-,0.412690500044846
56-,71-,0.5220307050767587
56-,72-,0.5220307050767587
56-,75-,0.5759782177919988
56-,76-,0.5759782177919988
56-,78-,0.6699919055972714
56-,79-,0.6699919055972714
56-,81-,0.7612993890070356
56-,82-,0.7612993890070356
56-,84-,0.9174262124870438
57-,59-,0.15840875311550917
57-,60-,0.15840875311550917
57-,62-,0.23136439585505286
57-,63-,0.23136439585505286
57-,65-,0.3609428965719417
57-,66-,0.3609428965719417
57-,68-,0.412690500044846
57-,69-,0.412690500044846
57-,71-,0.5220307050767587
57-,72-,0.5220307050767587
57-,75-,0.5759782177919988
57-,76-,0.5759782177919988
57-,78-,0.6699919055972714
57-,79-,0.6699919055972714
57-,81-,0.7612993890070356
57-,82-,0.7612993890070356
57-,84-,0.9174262124870438
59-,62-,0.07295564690502943
59-,63-,0.07295564690502943
59-,65-,0.20253415879415115
59-,66-,0.20253415879415115
59-,68-,0.25428176228160737
59-,69-,0.25428176228160737
59-,71-,0.3636219789405004
59-,72-,0.3636219789405004
59-,75-,0.4175695047597401
59-,76-,0.4175695047597401
59-,78-,0.5115831922885263
59-,79-,0.5115831922885263
59-,81-,0.6028906816645758
59-,82-,0.6028906816645758
59-,84-,0.7590175133955199
60-,62-,0.07295564690502943
60-,63-,0.07295564690502943
60-,65-,0.20253415879415115
60-,66-,0.20253415879415115
60-,68-,0.25428176228160737
60-,69-,0.25428176228160737
60-,71-,0.3636219789405004
60-,72-,0.3636219789405004
60-,75-,0.4175695047597401
60-,76-,0.4175695047597401
60-,78-,0.5115831922885263
60-,79-,0.5115831922885263
60-,81-,0.6028906816645758
60-,82-,0.6028906816645758
60-,84-,0.7590175133955199
62-,65-,0.12957849295344204
62-,66-,0.12957849295344204
62-,68-,0.18132609204621986
62-,69-,0.18132609204621986
62-,71-,0.29066629314183956
62-,72-,0.29066629314183956
62-,75-,0.34461381311848527
62-,76-,0.34461381311848527
62-,78-,0.4386274903808953
62-,79-,0.4386274903808953
62-,81-,0.5299349549604813
62-,82-,0.5299349549604813
62-,84-,0.6860617768106749
63-,65-,0.12957849295344204
63-,66-,0.12957849295344204
63-,68-,0.18132609204621986
63-,69-,0.18132609204621986
63-,71-,0.29066629314183956
63-,72-,0.29066629314183956
63-,75-,0.34461381311848527
63-,76-,0.34461381311848527
63-,78-,0.4386274903808953
63-,79-,0.4386274903808953
63-,81-,0.5299349549604813
63-,82-,0.5299349549604813
63-,84-,0.6860617768106749
65-,68-,0.05174759922465455
65-,69-,0.05174759922465455
65-,71-,0.16108780772265163
65-,72-,0.16108780772265163
65-,75-,0.21503533104259986
65-,76-,0.21503533104259986
65-,78-,0.30904901221219916
65-,79-,0.30904901221219916
65-,81-,0.4003564888625988
65-,82-,0.4003564888625988
65-,84-,0.5564833127718884
66-,68-,0.05174759922465455
66-,69-,0.05174759922465455
66-,71-,0.16108780772265163
66-,72-,0.16108780772265163
66-,75-,0.21503533104259986
66-,76-,0.21503533104259986
66-,78-,0.30904901221219916
66-,79-,0.30904901221219916
66-,81-,0.4003564888625988
66-,82-,0.4003564888625988
66-,84-,0.5564833127718884
68-,71-,0.10934021247339842
68-,72-,0.10934021247339842
68-,75-,0.16328773890199955
68-,76-,0.16328773890199955
68-,78-,0.25730142214888474
68-,79-,0.25730142214888474
68-,81-,0.34860890383424703
68-,82-,0.34860890383424703
68-,84-,0.5047357343719341
69-,71-,0.10934021247339842
69-,72-,0.10934021247339842
69-,75-,0.16328773890199955
69-,76-,0.16328773890199955
69-,78-,0.25730142214888474
69-,79-,0.25730142214888474
69-,81-,0.34860890383424703
69-,82-,0.34860890383424703
69-,84-,0.5047357343719341
71-,75-,0.05394752657866775
71-,76-,0.05394752657866775
71-,78-,0.14796121166000376
71-,79-,0.14796121166000376
71-,81-,0.23926869622664526
71-,82-,0.23926869622664526
71-,84-,0.39539553326176247
72-,75-,0.05394752657866775
72-,76-,0.05394752657866775
72-,78-,0.14796121166000376
72-,79-,0.14796121166000376
72-,81-,0.23926869622664526
72-,82-,0.23926869622664526
72-,84-,0.39539553326176247
75-,78-,0.09401368138242105
75-,79-,0.09401368138242105
75-,81-,0.18532115677226102
75-,82-,0.18532115677226102
75-,84-,0.34144798254419584
76-,78-,0.09401368138242105
76-,79-,0.09401368138242105
76-,81-,0.18532115677226102
76-,82-,0.18532115677226102
76-,84-,0.34144798254419584
78-,81-,0.09130748019560997
78-,82-,0.09130748019560997
78-,84-,0.24743431211390998
79-,81-,0.09130748019560997
79-,82-,0.09130748019560997
79-,84-,0.24743431211390998
81-,84-,0.15612683292056317
82-,84-,0.15612683292056317
